bloomberg_ticker
SGSN SW
BARN SW
ALLN SW
SPSN SW
FHZN SW
BOBNN SW
SFZN SW
SLHN SW
EMSN SW
NOVN SW
ABBN SW
ROG SW
HOLN SW
TECN SW
CLN SW
VONN SW
BALN SW
ARBN SW
HUBN SW
TEMN SW
LONN SW
VATN SW
VIFN SW
ZURN SW
ADEN SW
NESN SW
CSGN SW
BUCN SW
LEON SW
ALSN SW
MOBN SW
EFGN SW
CFR SW
CMBN SW
DUFN SW
SFSN SW
BOSN SW
PGHN SW
SCHN SW
KNIN SW
UBSG SW
LOGN SW
ZEHN SW
VACN SW
GEBN SW
SQN SW
DAE SW
UBXN SW
ROSE SW
GALE SW
IDIA SW
ARYN SW
LAND SW
SENS SW
SIKA SW
SIGN SW
ALC SW
SRAIL SW
SREN SW
SWON SW
BAER SW
FORN SW
MBTN SW
SDRY LN
ENT LN
JUP LN
OCDO LN
IAG LN
GLEN LN
GENL LN
CEY LN
CNA LN
MSLH LN
HFD LN
RDSB LN
PFD LN
SBRY LN
GKP LN
ADM LN
GRI LN
CHG LN
CKN LN
GNS LN
RAT LN
AV/ LN
CWK LN
CRDA LN
FUTR LN
RDW LN
SMP LN
RSW LN
RTO LN
ROR LN
NWG LN
ANTO LN
AHT LN
BHP LN
AVON LN
BDEV LN
BWY LN
GAW LN
GOG LN
HLMA LN
HAS LN
DMGT LN
WEIR LN
DPH LN
BAB LN
SYNT LN
AZN LN
CBG LN
STJ LN
TPK LN
SSE LN
SNR LN
SRP LN
BP/ LN
SGE LN
SHI LN
MGNS LN
SMDS LN
NXT LN
COA LN
RR/ LN
BNZL LN
JDW LN
EZJ LN
BRW LN
DPLM LN
VTY LN
PRU LN
BATS LN
ECM LN
SPX LN
LLOY LN
TATE LN
TW/ LN
TEP LN
TSCO LN
WG/ LN
ITRK LN
BRBY LN
BBY LN
AGK LN
TLW LN
HILS LN
IMB LN
ICP LN
IMI LN
PAGE LN
ITV LN
HSV LN
DGE LN
SDR LN
ELM LN
HYVE LN
BA/ LN
DVO LN
SXS LN
FGP LN
MTO LN
JMAT LN
JD/ LN
CPG LN
HWDN LN
LGEN LN
APF LN
RSA LN
OXB LN
OXIG LN
ABF LN
PSON LN
PSN LN
RCH LN
ULE LN
SN/ LN
GSK LN
VCT LN
MGGT LN
MNZS LN
MGAM LN
MRW LN
NEX LN
BT/A LN
CCL LN
MKS LN
KGF LN
STAN LN
